,start_time,end_time,wav_file,emotion,val,act,dom
346,171.72,173.6,Ses01F_script01_3_M016,hap,4.0,3.3333,2.3333
347,173.67,175.7325,Ses01F_script01_3_M017,hap,4.0,3.0,3.3333
348,180.26,186.3491,Ses01F_script01_3_M018,xxx,5.0,4.3333,3.6667
349,191.1025,196.74,Ses01F_script01_3_M019,hap,4.3333,3.3333,3.6667
350,199.1,201.4,Ses01F_script01_3_M020,hap,4.0,3.6667,2.3333
351,216.48,220.04,Ses01F_script01_3_M021,sad,2.6667,2.6667,2.6667
352,222.68,225.5,Ses01F_script01_3_M022,sad,3.0,2.0,2.0
353,232.7248,240.3,Ses01F_script01_3_M023,sad,2.3333,3.0,2.3333
354,243.83,247.52,Ses01F_script01_3_M024,sad,2.3333,3.0,2.3333
355,251.5,259.73,Ses01F_script01_3_M025,sad,2.6667,3.0,2.3333
356,261.75,264.9617,Ses01F_script01_3_M026,sad,2.0,1.6667,2.3333
357,268.56,270.7875,Ses01F_script01_3_M027,sad,2.3333,1.6667,2.6667
358,272.44,283.5024,Ses01F_script01_3_M028,sad,1.6667,3.3333,3.6667
359,283.73,304.58,Ses01F_script01_3_M029,sad,2.3333,2.3333,2.6667
360,304.7751,319.99,Ses01F_script01_3_M030,sad,2.0,2.3333,3.6667
361,320.9,344.48,Ses01F_script01_3_M031,xxx,2.0,2.6667,3.6667
362,345.9,359.22,Ses01F_script01_3_M032,sad,2.0,3.0,3.3333
363,360.2517,378.35,Ses01F_script01_3_M033,sad,1.6667,3.3333,3.3333
364,378.47,383.65,Ses01F_script01_3_M034,xxx,1.6667,3.0,3.3333
365,384.52,400.648,Ses01F_script01_3_M035,xxx,2.3333,3.6667,3.6667
366,401.91,412.59,Ses01F_script01_3_M036,sad,2.0,2.6667,2.3333
367,419.4437,422.5035,Ses01F_script01_3_M037,neu,2.3333,2.3333,2.3333
368,451.04,460.28,Ses01F_script01_3_M038,xxx,4.0,3.0,3.0
369,6.78,10.59,Ses01F_script01_2_F000,xxx,2.5,2.5,3.0
370,12.71,17.23,Ses01F_script01_2_F001,xxx,2.5,2.0,3.5
371,21.25,26.41,Ses01F_script01_2_F002,xxx,2.5,2.5,4.5
372,39.93,42.96,Ses01F_script01_2_F003,ang,2.0,2.5,4.0
373,44.35,46.3,Ses01F_script01_2_F004,ang,2.5,2.5,3.5
374,47.1,50.85,Ses01F_script01_2_F005,ang,1.5,3.5,4.5
375,52.03,56.42,Ses01F_script01_2_F006,ang,1.5,4.0,4.5
376,57.76,66.65,Ses01F_script01_2_F007,ang,1.5,4.5,4.5
377,67.48,78.26,Ses01F_script01_2_F008,ang,1.5,4.5,4.5
378,82.12,91.28,Ses01F_script01_2_F009,ang,1.5,2.0,4.5
379,92.36,102.17,Ses01F_script01_2_F010,ang,1.5,3.5,4.5
380,102.26,105.76,Ses01F_script01_2_F011,ang,1.5,3.5,4.5
381,108.2,122.34,Ses01F_script01_2_F012,ang,1.5,4.5,5.0
382,122.41,132.62,Ses01F_script01_2_F013,ang,1.0,4.5,5.0
383,137.98,140.69,Ses01F_script01_2_F014,fru,2.0,3.0,2.5
384,10.084,13.48,Ses01F_script01_2_M000,xxx,2.5,2.5,3.0
385,16.63,21.66,Ses01F_script01_2_M001,neu,3.0,3.0,2.5
386,25.73,33.08,Ses01F_script01_2_M002,xxx,3.0,3.0,3.0
387,33.62,40.52,Ses01F_script01_2_M003,fru,2.0,3.5,4.0
388,42.44,45.24,Ses01F_script01_2_M004,neu,2.5,3.0,2.5
389,45.8,47.59,Ses01F_script01_2_M005,xxx,3.0,2.5,3.0
390,50.6,52.55,Ses01F_script01_2_M006,fru,2.5,3.5,3.0
391,55.87,58.2,Ses01F_script01_2_M007,fru,2.5,3.5,3.5
392,66.1,68.31,Ses01F_script01_2_M008,neu,2.0,3.5,3.0
393,78.38,82.65,Ses01F_script01_2_M009,fru,2.5,3.0,2.5
394,90.65,94.89,Ses01F_script01_2_M010,fru,1.5,2.5,3.5
395,106.61,108.1825,Ses01F_script01_2_M011,fru,2.5,2.0,3.0
396,109.38,111.65,Ses01F_script01_2_M012,fru,2.0,2.0,3.0
397,121.29,123.23,Ses01F_script01_2_M013,fru,2.5,2.5,4.0
398,124.1625,126.36,Ses01F_script01_2_M014,fru,2.0,3.0,4.0
399,126.58,133.76,Ses01F_script01_2_M015,fru,1.5,4.0,4.5
400,134.61,138.04,Ses01F_script01_2_M016,xxx,2.5,3.5,4.0
401,140.92,147.51,Ses01F_script01_2_M017,ang,1.5,4.0,4.5
402,8.2904,11.9425,Ses01M_script01_3_F000,neu,4.0,2.0,2.5
403,14.5812,20.04,Ses01M_script01_3_F001,neu,4.0,2.0,2.5
404,20.7769,27.6,Ses01M_script01_3_F002,xxx,4.0,2.0,2.0
405,30.15,38.2445,Ses01M_script01_3_F003,sad,4.0,1.5,2.5
406,40.81,44.5425,Ses01M_script01_3_F004,neu,3.5,2.0,2.5
407,45.75,51.2332,Ses01M_script01_3_F005,sad,3.5,2.0,2.0
408,53.77,59.22,Ses01M_script01_3_F006,sad,3.0,2.0,2.0
409,76.82,80.32,Ses01M_script01_3_F007,xxx,3.5,2.0,2.5
410,80.64,85.28,Ses01M_script01_3_F008,neu,3.5,2.0,2.5
411,104.15,109.63,Ses01M_script01_3_F009,xxx,4.0,2.5,2.0
412,148.7,150.8,Ses01M_script01_3_F010,xxx,4.0,3.0,2.0
413,150.83,154.14,Ses01M_script01_3_F011,xxx,4.0,3.0,2.5
414,161.93,165.3,Ses01M_script01_3_F012,neu,3.5,2.0,2.0
415,167.8525,170.49,Ses01M_script01_3_F013,xxx,4.5,1.5,2.0
416,173.63,175.63,Ses01M_script01_3_F014,exc,4.5,2.0,2.5
417,177.13,185.63,Ses01M_script01_3_F015,exc,4.5,3.5,3.5
418,200.94,207.645,Ses01M_script01_3_F016,hap,4.5,3.0,2.5
419,215.88,221.43,Ses01M_script01_3_F017,xxx,4.0,2.0,2.0
420,225.02,227.3023,Ses01M_script01_3_F018,sad,2.5,1.5,1.5
421,231.36,235.205,Ses01M_script01_3_F019,sad,3.0,3.0,2.0
422,236.99,243.44,Ses01M_script01_3_F020,xxx,2.5,2.5,2.0
423,253.41,256.4398,Ses01M_script01_3_F021,sad,2.5,1.5,2.5
424,265.5717,269.08,Ses01M_script01_3_F022,sad,2.5,1.5,2.5
425,277.23,279.39,Ses01M_script01_3_F023,sad,2.5,2.0,1.5
426,285.51,288.34,Ses01M_script01_3_F024,sad,2.5,1.5,2.0
427,290.5787,293.79,Ses01M_script01_3_F025,sad,2.0,1.5,2.0
428,455.26,458.74,Ses01M_script01_3_F026,sad,2.5,2.0,2.0
429,464.0599,472.87,Ses01M_script01_3_F027,xxx,2.5,3.0,3.5
430,473.5225,480.15,Ses01M_script01_3_F028,xxx,2.5,3.0,3.0
431,481.65,495.67,Ses01M_script01_3_F029,xxx,2.5,3.0,3.0
432,510.69,513.8625,Ses01M_script01_3_F030,hap,4.0,2.0,2.0
433,11.86,15.1286,Ses01M_script01_3_M000,hap,4.0,2.0,1.5
434,28.1,30.585,Ses01M_script01_3_M001,hap,3.5,3.0,1.5
435,38.46,41.3299,Ses01M_script01_3_M002,sad,2.5,3.0,1.5
436,44.17,46.065,Ses01M_script01_3_M003,xxx,4.0,2.0,2.0
437,51.059,53.27,Ses01M_script01_3_M004,neu,3.5,2.0,1.5
438,63.71,77.5575,Ses01M_script01_3_M005,xxx,4.0,2.5,1.5
439,79.41,81.1172,Ses01M_script01_3_M006,neu,4.0,3.0,2.0
440,85.7,88.358,Ses01M_script01_3_M007,neu,3.5,2.0,1.5
441,88.72,102.15,Ses01M_script01_3_M008,xxx,3.0,3.0,1.5
442,111.9467,120.1828,Ses01M_script01_3_M009,hap,3.5,3.5,2.5
443,122.3,126.075,Ses01M_script01_3_M010,xxx,4.5,3.0,2.5
444,126.59,130.94,Ses01M_script01_3_M011,xxx,3.5,2.5,2.0
445,132.78,147.95,Ses01M_script01_3_M012,xxx,3.5,3.5,1.5
446,156.22,161.5,Ses01M_script01_3_M013,xxx,3.0,3.0,2.0
447,165.6682,167.93,Ses01M_script01_3_M014,neu,3.0,2.5,2.0
448,171.1174,174.59,Ses01M_script01_3_M015,xxx,4.5,3.5,2.0
449,175.33,178.07,Ses01M_script01_3_M016,exc,4.5,3.5,2.0
450,184.65,194.6563,Ses01M_script01_3_M017,xxx,4.5,3.0,2.5
451,197.0,201.86,Ses01M_script01_3_M018,exc,5.0,3.5,2.5
452,207.18,210.04,Ses01M_script01_3_M019,hap,4.5,2.0,2.5
453,228.28,232.23,Ses01M_script01_3_M020,sad,3.0,3.5,2.0
454,234.59,238.48,Ses01M_script01_3_M021,sad,2.0,2.5,2.0
455,244.14,252.92,Ses01M_script01_3_M022,sad,2.0,2.0,2.0
456,256.1412,259.1271,Ses01M_script01_3_M023,sad,2.0,2.5,2.5
457,259.351,263.97,Ses01M_script01_3_M024,sad,2.0,3.0,2.0
458,272.34,277.8637,Ses01M_script01_3_M025,sad,2.0,1.5,2.0
459,281.14,283.91,Ses01M_script01_3_M026,sad,2.0,1.5,1.0
460,288.18,291.03,Ses01M_script01_3_M027,sad,2.0,1.5,1.5
461,293.6392,307.49,Ses01M_script01_3_M028,sad,1.5,2.0,1.5
462,307.7375,320.03,Ses01M_script01_3_M029,sad,1.5,2.5,1.5
463,320.1175,326.5,Ses01M_script01_3_M030,sad,1.5,2.0,2.0
464,327.37,337.86,Ses01M_script01_3_M031,sad,2.0,2.5,2.5
465,339.871,363.73,Ses01M_script01_3_M032,sad,1.5,2.0,1.0
466,363.865,373.32,Ses01M_script01_3_M033,sad,1.5,2.0,2.5
467,374.5675,388.8175,Ses01M_script01_3_M034,sad,1.5,2.5,2.0
468,389.0888,397.095,Ses01M_script01_3_M035,sad,1.5,2.5,1.0
469,397.3498,405.69,Ses01M_script01_3_M036,sad,1.5,3.0,1.5
470,406.2,414.26,Ses01M_script01_3_M037,sad,1.5,3.5,2.5
471,417.29,430.76,Ses01M_script01_3_M038,sad,1.5,2.5,1.5
472,431.0408,439.07,Ses01M_script01_3_M039,sad,1.5,3.5,2.5
473,439.48,449.91,Ses01M_script01_3_M040,sad,1.5,2.5,2.5
474,460.4,463.85,Ses01M_script01_3_M041,sad,2.0,1.5,2.0
475,499.46,502.27,Ses01M_script01_3_M042,xxx,3.5,2.0,2.0
476,507.77,511.4612,Ses01M_script01_3_M043,hap,4.0,2.5,2.5
477,8.0737,11.47,Ses01M_impro02_F000,neu,3.0,2.5,2.5
478,24.15,26.98,Ses01M_impro02_F001,xxx,2.0,3.5,3.5
479,29.35,32.46,Ses01M_impro02_F002,sur,2.0,4.0,4.0
480,35.4,38.6,Ses01M_impro02_F003,fru,2.0,3.0,3.5
481,40.1,42.3725,Ses01M_impro02_F004,fru,2.5,3.5,3.0
482,42.495,45.82,Ses01M_impro02_F005,fru,1.5,3.0,4.5
483,53.495,54.995,Ses01M_impro02_F006,fru,2.5,2.5,2.5
484,58.98,62.11,Ses01M_impro02_F007,fru,2.0,3.5,4.0
485,78.48,79.745,Ses01M_impro02_F008,fru,2.0,3.0,2.5
486,85.84,89.14,Ses01M_impro02_F009,sad,2.5,2.5,2.5
487,90.39,93.65,Ses01M_impro02_F010,sad,2.5,2.5,3.0
488,116.89,122.52,Ses01M_impro02_F011,xxx,2.0,3.5,2.5
489,128.83,131.1175,Ses01M_impro02_F012,xxx,2.5,2.0,2.5
490,144.54,148.6,Ses01M_impro02_F013,sad,3.0,3.5,3.5
491,152.31,154.9183,Ses01M_impro02_F014,xxx,4.0,3.0,3.0
492,157.42,160.11,Ses01M_impro02_F015,sad,2.5,2.0,2.5
493,167.91,170.77,Ses01M_impro02_F016,xxx,4.0,3.0,3.0
494,172.41,177.35,Ses01M_impro02_F017,sad,4.0,3.5,3.0
495,185.54,190.36,Ses01M_impro02_F018,xxx,4.5,3.5,3.0
496,201.7575,204.05,Ses01M_impro02_F019,sad,3.0,3.0,3.0
497,209.95,214.81,Ses01M_impro02_F020,xxx,3.5,2.5,3.0
498,216.925,219.13,Ses01M_impro02_F021,xxx,4.0,2.0,3.5
499,4.5582,7.86,Ses01M_impro02_M000,neu,3.0,2.5,2.5
500,13.76,17.52,Ses01M_impro02_M001,sad,2.0,2.0,3.5
501,19.33,23.63,Ses01M_impro02_M002,sad,2.5,2.5,2.5
502,27.11,29.825,Ses01M_impro02_M003,sad,2.0,2.5,3.0
503,38.61,41.33,Ses01M_impro02_M004,xxx,1.5,2.5,3.0
504,42.4225,44.35,Ses01M_impro02_M005,xxx,2.5,2.0,2.0
505,47.19,49.63,Ses01M_impro02_M006,fru,1.5,2.0,2.0
506,49.66,58.18,Ses01M_impro02_M007,sad,2.0,3.0,3.0
507,66.16,70.18,Ses01M_impro02_M008,xxx,1.5,3.5,3.5
508,75.73,78.6525,Ses01M_impro02_M009,sad,2.0,2.5,3.5
509,79.18,81.86,Ses01M_impro02_M010,sad,2.0,2.0,2.5
510,82.09,86.28,Ses01M_impro02_M011,sad,2.5,2.5,3.5
511,88.825,90.655,Ses01M_impro02_M012,sad,3.0,1.5,1.5
512,95.45,99.875,Ses01M_impro02_M013,sad,1.5,3.0,3.5
513,106.1,114.44,Ses01M_impro02_M014,sad,2.0,2.0,3.5
514,115.0275,117.31,Ses01M_impro02_M015,sad,2.0,2.0,2.5
515,122.03,126.42,Ses01M_impro02_M016,sad,2.5,3.0,3.5
516,131.06,137.74,Ses01M_impro02_M017,sad,3.0,2.0,3.0
517,137.75,140.94,Ses01M_impro02_M018,sad,3.0,2.0,3.5
518,149.06,152.58,Ses01M_impro02_M019,sad,3.0,2.0,3.0
519,154.43,156.51,Ses01M_impro02_M020,sad,3.5,1.5,3.0
520,163.8,167.56,Ses01M_impro02_M021,sad,2.5,2.5,2.5
521,170.94,173.01,Ses01M_impro02_M022,sad,3.5,3.0,2.5
522,183.77,189.08,Ses01M_impro02_M023,sad,1.5,2.5,3.5
523,198.55,201.28,Ses01M_impro02_M024,xxx,1.5,2.5,1.5
524,214.59,217.04,Ses01M_impro02_M025,sad,3.0,2.5,3.5
525,7.3698,9.425,Ses01M_script03_1_F000,xxx,2.5,4.0,1.0
526,11.135,15.2126,Ses01M_script03_1_F001,fea,2.5,3.0,2.0
527,16.38,19.74,Ses01M_script03_1_F002,fea,2.5,3.5,1.0
528,23.77,26.608,Ses01M_script03_1_F003,hap,4.0,2.5,3.0
529,28.17,30.79,Ses01M_script03_1_F004,hap,4.5,3.0,3.0
530,44.28,49.63,Ses01M_script03_1_F005,xxx,4.5,4.5,3.0
531,49.78,51.3325,Ses01M_script03_1_F006,xxx,4.5,3.5,3.0
532,52.01,53.2,Ses01M_script03_1_F007,exc,4.0,2.5,2.0
533,54.42,56.95,Ses01M_script03_1_F008,hap,4.0,2.5,3.0
534,57.1675,61.05,Ses01M_script03_1_F009,hap,4.0,2.5,2.5
535,61.14,62.5,Ses01M_script03_1_F010,hap,4.5,2.0,2.0
536,63.47,64.7675,Ses01M_script03_1_F011,hap,4.0,2.0,2.0
537,69.39,72.7,Ses01M_script03_1_F012,xxx,3.5,3.0,2.5
538,74.09,77.5175,Ses01M_script03_1_F013,xxx,3.5,3.0,3.0
539,80.03,82.8964,Ses01M_script03_1_F014,hap,4.0,2.5,2.5
540,86.99,90.76,Ses01M_script03_1_F015,hap,4.5,4.0,2.5
541,92.91,94.91,Ses01M_script03_1_F016,xxx,3.5,3.0,3.0
542,104.83,108.76,Ses01M_script03_1_F017,hap,4.0,3.0,2.5
543,111.5526,117.7531,Ses01M_script03_1_F018,hap,4.0,3.0,2.5
544,119.15,122.5384,Ses01M_script03_1_F019,hap,4.5,2.5,2.0
545,126.9325,130.2975,Ses01M_script03_1_F020,xxx,4.0,3.0,2.0
546,133.95,137.04,Ses01M_script03_1_F021,hap,3.0,3.5,3.0
547,137.04,139.53,Ses01M_script03_1_F022,xxx,2.5,2.5,2.0
548,142.61,145.6086,Ses01M_script03_1_F023,xxx,2.0,3.5,3.5
549,152.6656,155.35,Ses01M_script03_1_F024,hap,4.0,3.5,3.0
550,157.56,158.925,Ses01M_script03_1_F025,xxx,3.0,3.0,2.0
551,172.1422,175.0655,Ses01M_script03_1_F026,xxx,4.0,3.0,0.5
552,180.62,185.41,Ses01M_script03_1_F027,xxx,4.5,3.5,3.0
553,205.55,208.15,Ses01M_script03_1_F028,xxx,4.0,3.5,2.5
554,208.17,215.0,Ses01M_script03_1_F029,xxx,4.0,3.0,3.0
555,222.9,226.05,Ses01M_script03_1_F030,hap,4.0,2.5,2.0
556,229.53,235.78,Ses01M_script03_1_F031,exc,5.0,4.5,3.0
557,236.02,242.5,Ses01M_script03_1_F032,xxx,4.0,4.0,3.0
558,245.26,248.5425,Ses01M_script03_1_F033,xxx,3.5,2.0,2.0
559,251.41,254.5525,Ses01M_script03_1_F034,hap,4.0,3.0,2.5
560,256.08,260.4,Ses01M_script03_1_F035,xxx,4.0,3.0,2.5
561,263.07,267.82,Ses01M_script03_1_F036,hap,4.5,4.0,3.0
562,267.84,272.53,Ses01M_script03_1_F037,hap,5.0,4.5,3.0
563,276.24,279.01,Ses01M_script03_1_F038,hap,4.0,3.5,2.5
564,280.94,283.8275,Ses01M_script03_1_F039,hap,4.0,4.0,2.0
565,285.09,287.84,Ses01M_script03_1_F040,hap,4.0,2.0,2.5
566,295.4999,300.3411,Ses01M_script03_1_F041,exc,3.5,3.0,2.0
567,5.82,7.6225,Ses01M_script03_1_M000,fea,3.0,2.5,1.5
568,9.21,11.55,Ses01M_script03_1_M001,fea,3.0,2.0,1.0
569,14.7657,16.8575,Ses01M_script03_1_M002,xxx,2.5,3.0,2.0
570,20.2958,24.1903,Ses01M_script03_1_M003,fea,4.0,3.5,1.5
571,26.23,28.68,Ses01M_script03_1_M004,hap,4.0,3.5,2.5
572,30.14,40.5172,Ses01M_script03_1_M005,xxx,3.5,3.5,1.0
573,40.6661,42.96,Ses01M_script03_1_M006,xxx,4.5,3.0,2.5
574,48.8478,50.445,Ses01M_script03_1_M007,xxx,4.0,3.5,2.0
575,51.1167,52.3,Ses01M_script03_1_M008,xxx,4.5,3.0,2.0
576,52.43,55.41,Ses01M_script03_1_M009,xxx,4.0,3.0,3.0
577,56.36,58.92,Ses01M_script03_1_M010,hap,4.0,3.0,2.5
578,60.07,61.4025,Ses01M_script03_1_M011,hap,4.5,2.5,2.0
579,61.94,63.7624,Ses01M_script03_1_M012,hap,4.0,3.0,2.5
580,64.32,69.97,Ses01M_script03_1_M013,hap,4.0,3.0,3.0
581,72.27,74.58,Ses01M_script03_1_M014,sad,2.5,2.0,2.0
582,77.02,80.82,Ses01M_script03_1_M015,xxx,4.0,2.5,2.5
583,82.3473,88.4,Ses01M_script03_1_M016,hap,4.5,3.5,2.5
584,90.09,93.77,Ses01M_script03_1_M017,hap,4.0,2.5,2.5
585,94.35,99.885,Ses01M_script03_1_M018,xxx,3.5,2.0,3.5
586,99.915,106.2707,Ses01M_script03_1_M019,hap,4.0,3.0,3.5
587,108.26,109.4,Ses01M_script03_1_M020,xxx,4.0,2.0,2.0
588,109.44,112.17,Ses01M_script03_1_M021,hap,4.0,3.0,2.5
589,117.22,119.81,Ses01M_script03_1_M022,hap,4.5,2.0,1.5
590,121.81,127.49,Ses01M_script03_1_M023,xxx,4.0,2.0,2.5
591,129.77,133.26,Ses01M_script03_1_M024,xxx,4.0,2.5,2.5
592,139.6316,143.12,Ses01M_script03_1_M025,xxx,4.0,3.0,3.0
593,145.2176,153.2056,Ses01M_script03_1_M026,xxx,3.5,3.0,3.0
594,154.52,158.095,Ses01M_script03_1_M027,xxx,4.0,2.0,2.5
595,158.45,172.7567,Ses01M_script03_1_M028,exc,4.0,3.0,3.0
596,174.5256,177.9,Ses01M_script03_1_M029,exc,4.0,3.0,3.0
597,177.99,181.61,Ses01M_script03_1_M030,hap,4.0,3.5,2.5
598,189.3,198.21,Ses01M_script03_1_M031,hap,3.5,2.5,2.5
599,198.25,206.15,Ses01M_script03_1_M032,xxx,4.0,3.0,2.5
600,220.43,223.73,Ses01M_script03_1_M033,hap,4.0,2.5,1.5
601,225.51,230.39,Ses01M_script03_1_M034,xxx,3.5,3.5,3.0
602,234.28,236.9,Ses01M_script03_1_M035,xxx,2.5,2.5,3.0
603,241.9859,245.73,Ses01M_script03_1_M036,xxx,3.5,2.0,2.0
604,247.86,257.25,Ses01M_script03_1_M037,exc,4.0,3.5,2.5
605,259.67,262.15,Ses01M_script03_1_M038,xxx,3.0,3.5,2.0
606,271.55,275.88,Ses01M_script03_1_M039,hap,5.0,4.5,2.5
607,280.09,282.94,Ses01M_script03_1_M040,hap,5.0,2.5,2.0
608,283.31,285.75,Ses01M_script03_1_M041,hap,4.0,2.0,2.5
609,289.39,296.0399,Ses01M_script03_1_M042,xxx,4.0,2.5,3.0
610,7.2688,16.6,Ses01F_impro02_F000,sad,2.5,2.0,1.5
611,19.85,22.78,Ses01F_impro02_F001,sad,2.0,1.5,1.5
612,26.5659,32.2895,Ses01F_impro02_F002,sad,2.0,1.5,1.5
613,32.3075,37.96,Ses01F_impro02_F003,neu,2.0,2.0,2.0
614,47.34,53.11,Ses01F_impro02_F004,sad,2.5,2.0,2.5
615,58.75,61.31,Ses01F_impro02_F005,sad,2.0,2.0,2.5
616,64.255,68.47,Ses01F_impro02_F006,neu,2.5,2.5,2.5
617,72.39,78.57,Ses01F_impro02_F007,xxx,2.0,3.5,3.0
618,87.2031,91.09,Ses01F_impro02_F008,sad,1.5,2.0,1.5
619,91.55,95.88,Ses01F_impro02_F009,xxx,1.5,1.5,2.0
620,97.94,102.19,Ses01F_impro02_F010,sad,2.0,1.5,2.0
621,107.68,111.0153,Ses01F_impro02_F011,xxx,2.5,2.5,2.5
622,117.83,120.8605,Ses01F_impro02_F012,sad,3.5,2.0,1.5
623,127.82,133.9455,Ses01F_impro02_F013,sad,1.5,2.0,2.0
624,139.03,146.43,Ses01F_impro02_F014,sad,1.5,2.0,2.0
625,151.4221,155.01,Ses01F_impro02_F015,sad,2.0,2.5,2.5
626,163.54,165.73,Ses01F_impro02_F016,neu,2.0,1.0,2.5
627,169.36,176.015,Ses01F_impro02_F017,sad,3.5,3.0,2.5
628,176.08,179.13,Ses01F_impro02_F018,neu,2.5,2.5,2.5
629,182.83,185.8894,Ses01F_impro02_F019,sad,2.5,1.5,2.0
630,186.58,191.11,Ses01F_impro02_F020,sad,4.0,2.0,2.5
631,17.6,20.6264,Ses01F_impro02_M000,xxx,2.0,2.5,2.5
632,21.76,27.5558,Ses01F_impro02_M001,sad,2.0,2.5,2.5
633,38.85,45.09,Ses01F_impro02_M002,xxx,2.5,3.0,2.5
634,52.71,59.0534,Ses01F_impro02_M003,fru,2.0,3.0,3.0
635,61.75,65.055,Ses01F_impro02_M004,xxx,2.0,3.0,2.0
636,69.34,74.29,Ses01F_impro02_M005,sad,2.0,3.0,1.5
637,80.03,86.99,Ses01F_impro02_M006,xxx,2.0,3.0,1.5
638,103.27,107.1,Ses01F_impro02_M007,xxx,2.0,3.0,2.5
639,110.5653,113.2,Ses01F_impro02_M008,fru,2.5,1.5,2.0
640,114.1775,117.85,Ses01F_impro02_M009,sad,2.0,1.5,2.5
641,120.4105,124.63,Ses01F_impro02_M010,sad,2.0,2.0,1.5
642,133.88,137.1,Ses01F_impro02_M011,sad,2.5,1.5,2.5
643,147.03,151.7101,Ses01F_impro02_M012,neu,2.5,2.0,2.0
644,157.98,162.71,Ses01F_impro02_M013,sad,1.5,2.0,2.0
645,164.885,169.5,Ses01F_impro02_M014,sad,1.5,3.0,1.5
646,175.47,176.72,Ses01F_impro02_M015,neu,3.0,3.0,1.5
647,195.1047,199.52,Ses01F_impro02_M016,fru,2.0,1.5,2.5
648,4.24,5.23,Ses01F_impro05_F000,fru,4.0,2.0,1.5
649,5.26,7.16,Ses01F_impro05_F001,fru,2.0,2.5,2.5
650,7.35,8.85,Ses01F_impro05_F002,fru,2.5,2.5,3.5
651,9.2,13.02,Ses01F_impro05_F003,fru,2.0,3.0,3.5
652,13.04,22.74,Ses01F_impro05_F004,fru,2.0,3.5,3.5
653,25.35,26.76,Ses01F_impro05_F005,fru,2.5,3.0,3.0
654,28.24,29.91,Ses01F_impro05_F006,xxx,2.5,2.5,2.5
655,32.19,33.5,Ses01F_impro05_F007,fru,2.5,3.0,3.5
656,33.78,35.9,Ses01F_impro05_F008,ang,2.5,2.5,3.5
657,36.71,44.03,Ses01F_impro05_F009,ang,2.5,2.5,3.5
658,69.55,73.76,Ses01F_impro05_F010,xxx,2.0,4.0,3.5
659,73.87,75.5375,Ses01F_impro05_F011,ang,2.0,4.5,3.5
660,75.61,80.73,Ses01F_impro05_F012,ang,2.5,3.5,3.0
661,82.75,86.06,Ses01F_impro05_F013,xxx,2.0,2.5,3.0
662,99.52,102.9,Ses01F_impro05_F014,ang,1.5,4.0,4.0
663,103.005,118.5,Ses01F_impro05_F015,ang,1.5,4.5,4.5
664,118.53,122.44,Ses01F_impro05_F016,ang,1.5,4.5,4.0
665,127.485,136.85,Ses01F_impro05_F017,ang,1.5,5.0,4.5
666,137.715,140.11,Ses01F_impro05_F018,ang,1.5,4.0,4.0
667,140.225,145.6,Ses01F_impro05_F019,ang,1.5,4.0,4.5
668,149.365,153.8,Ses01F_impro05_F020,ang,1.5,4.5,4.5
669,155.6,160.36,Ses01F_impro05_F021,ang,1.5,4.5,4.5
670,160.41,163.7975,Ses01F_impro05_F022,ang,1.5,4.5,4.0
671,163.88,165.8,Ses01F_impro05_F023,ang,2.0,3.0,4.0
672,166.33,167.71,Ses01F_impro05_F024,ang,2.0,3.0,4.0
673,171.09,174.2,Ses01F_impro05_F025,ang,1.5,4.5,4.5
674,177.6025,179.09,Ses01F_impro05_F026,ang,2.0,3.5,3.5
675,179.22,183.845,Ses01F_impro05_F027,xxx,2.0,2.5,4.0
676,188.78,190.8975,Ses01F_impro05_F028,ang,2.0,3.0,4.0
677,195.38,199.33,Ses01F_impro05_F029,ang,1.5,3.0,3.5
678,202.86,206.17,Ses01F_impro05_F030,ang,2.0,3.0,3.5
679,3.61,5.19,Ses01F_impro05_M000,neu,4.0,2.5,2.0
680,5.21,6.44,Ses01F_impro05_M001,hap,4.0,2.5,2.0
681,6.6,7.71,Ses01F_impro05_M002,hap,4.0,2.5,2.0
682,8.32,9.8,Ses01F_impro05_M003,neu,4.0,2.5,2.0
683,12.26,13.78,Ses01F_impro05_M004,neu,3.5,1.5,2.0
684,21.84,25.9,Ses01F_impro05_M005,neu,3.5,2.5,2.0
685,25.99,27.7272,Ses01F_impro05_M006,neu,3.5,2.5,2.0
686,28.29,34.1425,Ses01F_impro05_M007,neu,3.5,2.5,2.0
687,34.7,36.52,Ses01F_impro05_M008,neu,3.0,2.5,2.0
688,36.91,42.76,Ses01F_impro05_M009,neu,2.5,2.5,2.0
689,43.86,49.97,Ses01F_impro05_M010,neu,2.5,2.5,2.0
690,49.97,70.26,Ses01F_impro05_M011,neu,2.5,2.5,2.0
691,70.38,73.14,Ses01F_impro05_M012,neu,2.5,2.0,1.5
692,73.55,74.99,Ses01F_impro05_M013,neu,2.5,2.0,1.5
693,75.03,76.48,Ses01F_impro05_M014,neu,2.5,2.5,1.5
694,80.22,83.2425,Ses01F_impro05_M015,neu,2.5,2.0,1.5
695,85.72,93.9575,Ses01F_impro05_M016,neu,2.5,2.5,2.0
696,94.005,100.4,Ses01F_impro05_M017,neu,2.5,2.5,2.5
697,100.55,103.68,Ses01F_impro05_M018,xxx,3.0,3.5,2.5
698,111.28,112.81,Ses01F_impro05_M019,neu,2.5,2.0,2.0
699,118.04,119.37,Ses01F_impro05_M020,neu,2.5,2.0,2.0
700,121.19,129.23,Ses01F_impro05_M021,xxx,2.5,2.5,1.5
